data,concurso,dezena_1,dezena_2,dezena_3,dezena_4,dezena_5,dezena_6,dezena_7,dezena_8,dezena_9,dezena_10,dezena_11,dezena_12,dezena_13,dezena_14,dezena_15
2014-06-06,1065,2,3,4,5,6,12,14,15,17,19,20,21,22,24,25
2014-06-09,1066,2,4,5,6,10,11,14,16,17,18,19,21,22,23,24
2014-06-11,1067,1,2,3,4,5,7,10,11,13,14,15,17,21,22,25
2014-06-13,1068,2,6,7,10,11,13,14,15,16,17,18,20,21,22,24
2014-06-16,1069,1,3,4,8,10,11,12,13,15,16,17,22,23,24,25
2014-06-18,1070,4,9,10,11,12,13,16,18,19,20,21,22,23,24,25
2014-06-20,1071,2,3,4,5,6,10,11,12,13,14,16,17,21,22,24
2014-06-23,1072,1,2,3,4,5,7,9,13,14,15,17,20,22,23,25
2014-06-25,1073,1,3,4,5,6,7,13,16,17,19,20,21,22,23,24
2014-06-27,1074,1,4,7,8,9,10,11,13,17,20,21,22,23,24,25
2014-06-30,1075,1,2,6,9,10,12,15,16,17,18,21,22,23,24,25
2014-07-02,1076,4,9,10,11,12,13,14,15,16,17,18,20,21,22,25
2014-07-04,1077,1,2,5,6,7,8,10,12,13,14,15,19,20,21,24
2014-07-07,1078,2,4,5,6,7,9,10,11,13,17,18,21,23,24,25
2014-07-09,1079,5,6,7,8,11,13,14,15,16,17,19,20,21,22,24
2014-07-11,1080,2,3,5,6,10,11,12,14,15,16,17,21,22,23,25
2014-07-14,1081,1,5,6,7,10,12,13,14,15,16,18,19,21,22,23
2014-07-16,1082,3,7,9,10,11,13,15,16,17,18,19,21,22,23,24
2014-07-18,1083,1,2,3,4,6,11,13,16,17,18,20,21,22,23,24
2014-07-21,1084,1,2,3,4,5,6,7,9,10,13,17,18,21,24,25
2014-07-23,1085,3,6,7,8,9,10,14,16,18,19,21,22,23,24,25
2014-07-25,1086,2,4,5,7,10,12,13,15,17,18,19,21,22,23,24
2014-07-28,1087,2,3,4,6,9,12,13,16,17,18,19,20,21,23,24
2014-07-30,1088,1,2,3,5,6,7,9,10,12,13,18,19,20,22,23
2014-08-01,1089,2,3,4,6,8,12,13,14,15,16,19,21,22,23,24
2014-08-04,1090,3,5,8,9,10,11,13,14,15,17,18,20,21,22,24
2014-08-06,1091,2,4,5,6,7,9,10,12,13,14,16,20,23,24,25
2014-08-08,1092,4,5,8,9,11,12,13,14,15,18,19,20,22,24,25
2014-08-11,1093,1,2,4,5,6,9,10,11,13,18,21,22,23,24,25
2014-08-13,1094,1,2,3,4,5,6,8,9,10,12,14,16,19,22,25
2014-08-15,1095,2,3,5,6,7,9,15,16,17,18,21,22,23,24,25
2014-08-18,1096,1,2,4,7,8,10,12,13,14,15,20,21,22,23,25
2014-08-20,1097,4,5,6,9,10,12,14,15,16,18,19,20,23,24,25
2014-08-22,1098,3,4,5,7,8,10,11,12,14,15,16,18,23,24,25
2014-08-25,1099,2,3,6,7,8,11,12,13,14,16,21,22,23,24,25
2014-08-27,1100,5,6,7,9,10,11,12,14,15,16,18,19,20,23,24
2014-08-29,1101,1,2,3,6,9,10,11,13,15,17,18,19,23,24,25
2014-09-07,1102,2,3,5,6,8,12,14,15,18,19,20,21,22,23,24
2014-09-08,1103,2,4,5,7,9,10,11,12,14,16,18,20,21,22,25
2014-09-10,1104,2,5,6,8,9,11,13,14,15,16,18,19,21,22,23
2014-09-12,1105,1,2,4,6,7,9,11,13,15,17,18,20,23,24,25
2014-09-15,1106,2,3,4,9,10,11,12,13,14,15,16,19,21,23,24
2014-09-17,1107,1,2,4,8,9,10,11,12,14,16,18,19,20,21,24
2014-09-19,1108,1,2,4,5,7,8,9,12,13,14,17,21,22,24,25
2014-09-22,1109,1,4,5,6,7,8,9,10,11,17,18,19,20,21,25
2014-09-24,1110,1,2,3,4,6,9,10,15,17,18,19,20,22,24,25
2014-09-26,1111,2,3,4,6,9,11,12,13,14,15,16,22,23,24,25
2014-09-29,1112,1,2,3,6,7,8,12,13,15,16,17,18,20,22,24
2014-10-01,1113,1,3,6,7,9,12,13,14,15,17,19,20,22,24,25
2014-10-03,1114,1,2,3,4,5,6,8,10,11,12,15,18,19,20,22
2014-10-06,1115,2,3,7,8,9,10,11,12,17,18,20,22,23,24,25
2014-10-08,1116,1,2,3,4,5,6,9,12,15,17,18,21,22,24,25
2014-10-10,1117,1,2,3,5,7,8,11,12,13,14,15,16,19,21,23
2014-10-13,1118,1,2,5,6,8,10,11,13,14,15,20,21,23,24,25
2014-10-15,1119,1,2,3,5,6,7,8,10,12,14,15,17,18,20,23
2014-10-17,1120,2,4,5,6,8,9,10,12,13,14,16,17,18,19,24
2014-10-20,1121,1,2,4,5,6,8,9,11,12,17,18,20,22,23,25
2014-10-22,1122,2,3,7,10,11,12,13,14,16,19,20,21,23,24,25
2014-10-24,1123,2,4,6,7,8,10,11,13,15,16,17,19,22,23,24
2014-10-27,1124,1,3,4,5,6,8,10,12,13,15,19,21,22,24,25
2014-10-29,1125,1,3,4,6,9,11,12,13,15,16,17,18,21,22,25
2014-10-31,1126,3,5,6,7,8,12,13,16,17,18,19,22,23,24,25
2014-11-03,1127,1,3,4,6,8,9,11,13,14,15,16,17,22,23,24
2014-11-05,1128,1,2,3,4,6,7,10,11,12,14,16,17,20,24,25
2014-11-07,1129,2,3,4,5,7,8,12,13,16,17,18,19,21,22,23
2014-11-10,1130,1,2,5,8,10,11,12,13,14,15,17,20,22,24,25
2014-11-12,1131,2,3,4,6,12,14,15,16,17,19,20,21,22,24,25
2014-11-14,1132,1,2,6,7,8,9,11,12,13,14,17,21,22,23,24
2014-11-17,1133,2,4,5,6,7,8,9,10,12,13,14,16,18,24,25
2014-11-19,1134,1,2,4,8,10,11,12,13,14,15,17,18,20,23,25
2014-11-21,1135,3,4,5,8,9,10,12,15,16,17,18,19,23,24,25
2014-11-24,1136,1,2,5,6,7,9,10,11,15,17,18,19,21,22,24
2014-11-26,1137,2,4,5,7,8,9,10,11,12,15,19,20,21,23,25
2014-11-28,1138,1,2,3,5,6,7,10,11,13,15,16,18,20,21,22
2014-12-01,1139,1,2,3,6,11,13,14,15,16,17,18,19,21,22,25
2014-12-03,1140,3,4,5,6,7,8,10,15,18,19,20,21,23,24,25
2014-12-05,1141,5,6,9,10,11,12,13,15,16,17,18,22,23,24,25
2014-12-08,1142,2,4,7,8,9,10,12,13,15,16,19,20,22,23,24
2014-12-10,1143,1,3,4,6,10,11,12,13,14,16,17,18,23,24,25
2014-12-12,1144,2,3,4,6,7,8,10,13,14,17,18,19,23,24,25
2014-12-15,1145,3,4,5,6,8,9,11,13,14,15,16,17,18,23,24
2014-12-17,1146,2,3,4,5,7,11,13,15,17,18,19,21,22,24,25
2014-12-19,1147,1,6,7,8,9,11,12,14,15,16,18,19,20,22,25
2014-12-22,1148,1,3,4,5,6,9,10,13,14,16,17,18,19,20,24
2014-12-24,1149,1,2,3,6,7,8,10,12,15,17,18,19,21,22,23
2014-12-26,1150,5,7,8,9,11,12,13,14,15,17,18,20,22,23,24
2014-12-29,1151,1,3,7,9,10,11,12,14,15,16,20,21,22,24,25
2014-12-31,1152,3,4,5,7,8,9,10,12,16,18,19,20,21,22,25
2015-01-02,1153,1,2,3,5,6,8,9,12,13,15,18,19,20,24,25
2015-01-05,1154,1,3,4,5,10,11,13,15,16,17,19,21,23,24,25
2015-01-07,1155,1,2,3,4,8,9,12,13,15,16,18,19,22,24,25
2015-01-09,1156,1,3,4,6,7,11,12,13,14,15,17,21,22,24,25
2015-01-12,1157,2,4,5,6,7,8,11,12,13,15,16,18,21,22,24
2015-01-14,1158,2,3,5,7,10,13,14,15,16,17,19,20,22,24,25
2015-01-16,1159,1,2,3,4,6,8,9,14,15,16,17,22,23,24,25
2015-01-19,1160,2,4,5,6,7,8,10,11,15,16,17,18,21,22,25
2015-01-21,1161,1,2,4,5,6,8,10,11,15,17,18,19,22,24,25
2015-01-23,1162,1,3,4,7,9,11,13,15,18,19,20,21,23,24,25
2015-01-26,1163,2,6,7,9,11,12,13,14,16,17,19,20,21,23,24
2015-01-28,1164,3,4,5,8,10,11,13,15,17,20,21,22,23,24,25
2015-01-30,1165,1,2,3,5,8,9,10,12,15,17,18,19,21,22,25
2015-02-02,1166,2,4,5,6,9,10,12,14,15,17,18,19,20,21,24
2015-02-04,1167,1,2,4,5,7,8,9,11,12,14,15,16,18,21,23
2015-02-06,1168,1,3,4,5,7,8,9,10,11,13,16,19,23,24,25
2015-02-09,1169,2,3,4,7,8,9,12,15,16,17,18,21,22,24,25
2015-02-11,1170,1,2,4,7,8,10,13,15,16,18,19,20,21,22,25
2015-02-13,1171,1,7,8,11,12,13,14,15,16,17,18,20,21,22,23
2015-02-18,1172,2,6,8,9,10,11,12,13,14,16,19,20,23,24,25
2015-02-20,1173,1,2,4,5,7,8,9,11,14,16,18,19,20,21,22
2015-02-23,1174,1,2,3,5,6,8,9,10,11,13,15,17,18,19,23
2015-02-25,1175,1,3,4,8,10,12,13,14,15,19,20,21,23,24,25
2015-02-27,1176,2,3,5,7,10,11,12,13,15,16,18,19,20,23,25
2015-03-02,1177,2,3,5,6,8,9,10,11,12,16,17,20,22,23,25
2015-03-04,1178,1,4,7,8,9,11,12,16,17,18,19,20,21,23,24
2015-03-06,1179,1,2,3,5,6,7,8,9,13,15,18,19,20,21,25
2015-03-09,1180,1,2,6,7,8,9,10,11,13,14,15,19,20,22,23
2015-03-11,1181,3,4,5,6,7,8,9,11,13,14,20,21,22,23,24
2015-03-13,1182,3,6,7,8,10,12,13,16,18,19,20,21,22,24,25
2015-03-16,1183,1,3,4,9,11,13,14,15,16,18,19,20,22,24,25
2015-03-18,1184,2,4,6,7,10,11,12,14,16,17,18,19,20,21,25
2015-03-20,1185,3,5,6,7,9,13,14,16,18,19,21,22,23,24,25
2015-03-23,1186,1,2,4,5,6,9,11,14,15,16,18,20,22,23,24
2015-03-25,1187,1,2,4,7,8,10,11,12,14,16,19,21,22,23,25
2015-03-27,1188,1,2,4,5,6,8,10,12,13,14,18,20,22,23,24
2015-03-30,1189,3,4,5,8,9,12,13,14,15,17,18,19,20,21,25
2015-04-01,1190,2,3,4,6,9,10,11,14,15,16,17,21,22,23,25
2015-04-04,1191,1,2,3,5,7,10,12,13,14,16,17,18,22,24,25
2015-04-06,1192,1,2,3,4,5,6,9,11,12,13,15,16,19,20,21
2015-04-08,1193,1,4,7,8,9,10,13,14,15,18,19,20,22,23,25
2015-04-10,1194,2,4,8,9,10,12,15,16,17,18,19,22,23,24,25
2015-04-13,1195,1,5,6,9,10,11,12,14,15,17,18,19,20,22,25
2015-04-15,1196,1,2,4,6,7,8,9,11,12,16,17,18,19,20,23
2015-04-17,1197,1,4,5,6,7,8,11,13,14,16,17,18,20,24,25
2015-04-20,1198,1,3,4,6,7,9,10,11,15,17,20,21,22,23,25
2015-04-22,1199,1,2,3,4,5,6,10,14,15,16,19,21,22,24,25
2015-04-24,1200,3,4,5,6,7,8,10,11,12,14,15,16,22,24,25
2015-04-27,1201,5,6,9,10,11,14,16,18,19,20,21,22,23,24,25
2015-04-29,1202,2,3,4,8,10,13,14,16,17,18,19,20,23,24,25
2015-05-02,1203,1,2,3,5,6,11,12,13,14,15,17,22,23,24,25
2015-05-04,1204,1,2,5,7,8,9,12,13,15,16,19,20,21,22,23
2015-05-06,1205,1,3,6,8,9,11,12,14,17,18,20,21,22,24,25
2015-05-08,1206,1,3,5,7,10,11,13,14,15,18,21,22,23,24,25
2015-05-11,1207,1,3,4,7,9,10,11,12,13,14,15,18,19,21,24
2015-05-13,1208,1,2,3,4,5,10,11,14,15,18,19,20,22,24,25
2015-05-15,1209,3,4,5,7,8,9,10,11,14,15,16,18,19,20,24
2015-05-18,1210,1,2,4,8,10,11,13,15,16,18,19,20,21,22,25
2015-05-20,1211,1,2,3,5,7,10,11,12,13,15,16,17,20,23,24
2015-05-22,1212,1,2,3,5,6,7,8,9,10,15,16,17,18,20,24
2015-05-25,1213,2,3,5,6,7,8,9,10,14,17,18,20,23,24,25
2015-05-27,1214,1,2,3,4,5,7,8,9,13,14,18,19,20,21,23
2015-05-29,1215,3,7,9,11,12,13,14,15,16,17,18,20,21,22,24
2015-06-01,1216,1,2,3,7,10,12,14,15,17,18,20,21,22,23,24
2015-06-03,1217,1,3,6,7,8,9,10,11,12,13,17,19,20,24,25
2015-06-05,1218,1,2,3,4,5,7,9,10,11,13,14,18,20,21,23
2015-06-08,1219,2,3,4,5,6,8,9,10,14,16,19,20,22,23,25
2015-06-10,1220,2,3,4,5,6,7,9,13,14,17,18,19,20,23,25
2015-06-12,1221,2,3,4,6,9,10,12,14,15,18,19,21,22,23,24
2015-06-15,1222,1,2,3,4,5,8,9,10,11,13,15,17,20,22,24
2015-06-17,1223,2,6,7,8,9,10,13,14,16,17,18,20,21,22,23
2015-06-19,1224,1,2,4,5,6,8,9,11,12,14,15,16,17,18,19
2015-06-22,1225,2,3,5,7,11,13,14,15,17,18,20,21,23,24,25
2015-06-24,1226,1,3,5,7,8,10,11,14,15,17,19,21,22,23,24
2015-06-26,1227,1,2,7,8,9,10,11,12,13,14,17,19,21,22,25
2015-06-29,1228,1,2,3,4,6,7,9,10,12,13,17,20,22,23,24
2015-07-01,1229,1,2,3,5,6,7,8,13,14,17,19,20,22,24,25
2015-07-03,1230,1,2,3,5,6,7,8,10,11,12,13,17,18,19,21
2015-07-06,1231,1,3,4,5,7,8,12,13,15,16,18,20,21,22,25
2015-07-08,1232,2,3,5,6,9,10,13,14,15,16,19,21,23,24,25
2015-07-10,1233,1,4,5,9,10,13,14,15,16,17,18,19,22,23,25
2015-07-13,1234,1,2,5,8,9,10,14,16,17,18,19,20,21,24,25
2015-07-15,1235,1,2,3,4,6,9,10,11,12,13,15,17,18,20,24
2015-07-17,1236,1,2,3,5,6,7,9,10,11,12,13,17,19,23,25
2015-07-20,1237,3,5,6,7,8,9,10,12,13,14,18,21,22,24,25
2015-07-22,1238,2,3,5,7,8,9,11,13,14,15,16,17,18,21,25
2015-07-24,1239,5,6,8,9,10,11,12,13,14,15,16,18,20,22,24
2015-07-27,1240,1,2,3,4,5,6,9,12,13,16,18,19,20,22,24
2015-07-29,1241,1,4,5,8,9,10,11,12,13,15,17,20,22,24,25
2015-07-31,1242,1,2,4,5,7,11,14,15,16,19,20,21,23,24,25
2015-08-03,1243,1,2,4,5,6,8,12,13,14,15,16,17,22,24,25
2015-08-05,1244,1,3,5,7,9,10,11,12,13,16,17,19,21,23,25
2015-08-07,1245,2,3,4,5,6,8,9,11,15,16,17,18,19,21,25
2015-08-10,1246,1,4,7,8,9,10,12,13,16,17,18,19,22,24,25
2015-08-12,1247,2,3,7,8,9,11,15,16,17,18,19,20,23,24,25
2015-08-14,1248,1,3,5,10,11,12,13,15,16,17,19,20,22,24,25
2015-08-17,1249,3,4,5,6,9,12,13,14,15,18,19,20,22,24,25
2015-08-19,1250,2,3,4,5,7,9,10,14,15,17,18,19,20,24,25
2015-08-21,1251,2,6,7,8,9,10,14,15,16,17,19,20,21,23,25
2015-08-24,1252,1,3,4,5,6,8,9,10,11,12,15,20,21,23,24
2015-08-26,1253,1,2,3,5,6,7,11,15,16,18,20,22,23,24,25
2015-08-28,1254,2,3,8,9,11,12,14,15,16,17,18,20,21,22,23
2015-09-08,1255,1,2,4,6,7,9,10,13,14,16,18,20,21,23,25
2015-09-09,1256,1,2,6,8,10,11,12,13,14,15,16,18,19,22,23
2015-09-11,1257,1,2,5,6,8,10,11,12,13,14,16,19,20,22,25
2015-09-14,1258,2,3,4,5,6,8,9,10,12,13,14,20,21,23,25
2015-09-16,1259,2,5,8,9,10,13,14,16,17,18,19,20,22,23,25
2015-09-18,1260,1,2,3,4,5,6,7,11,14,15,17,18,20,22,24
2015-09-21,1261,1,4,5,7,10,12,15,16,17,18,19,20,21,22,25
2015-09-23,1262,1,3,4,6,8,11,12,13,16,17,20,21,22,23,24
2015-09-25,1263,3,4,5,8,9,10,11,12,13,16,18,20,22,23,25
2015-09-28,1264,1,4,5,8,10,11,12,14,17,18,21,22,23,24,25
2015-09-30,1265,1,2,3,4,7,11,13,14,15,16,19,22,23,24,25
2015-10-02,1266,1,2,3,5,6,8,9,10,11,13,14,15,20,23,24
2015-10-05,1267,2,3,5,6,7,9,11,12,13,15,16,17,18,22,25
2015-10-07,1268,1,2,3,6,7,8,11,12,13,15,17,18,21,22,24
2015-10-09,1269,1,4,5,7,8,11,13,14,16,17,18,20,21,22,23
2015-10-13,1270,1,2,3,4,5,6,8,9,10,11,13,20,21,23,25
2015-10-14,1271,1,2,4,6,8,9,11,12,13,14,17,18,23,24,25
2015-10-16,1272,1,4,7,9,10,14,15,17,18,19,20,21,23,24,25
2015-10-19,1273,1,3,5,6,8,11,12,13,14,15,18,19,20,22,24
2015-10-21,1274,1,3,7,8,10,11,12,13,14,15,18,19,20,22,25
2015-10-23,1275,3,6,7,8,10,11,13,14,15,16,17,18,20,23,25
2015-10-26,1276,1,3,5,7,10,12,14,15,16,18,19,21,22,23,24
2015-10-28,1277,1,2,3,4,6,9,10,12,13,15,17,18,21,22,25
2015-10-30,1278,4,6,7,9,10,12,15,16,17,18,19,20,21,22,24
2015-11-03,1279,1,3,4,7,8,9,11,12,13,14,16,18,19,21,23
2015-11-04,1280,1,3,4,5,7,9,11,14,15,17,19,22,23,24,25
2015-11-06,1281,1,3,5,6,8,9,12,13,15,19,21,22,23,24,25
2015-11-09,1282,5,6,7,9,10,11,12,14,17,19,20,21,22,23,25
2015-11-11,1283,2,6,7,8,9,10,11,12,13,15,16,17,18,22,23
2015-11-13,1284,2,4,5,7,8,10,11,13,16,17,18,20,22,23,25
2015-11-16,1285,1,2,6,7,10,11,12,15,16,17,18,20,22,24,25
2015-11-18,1286,1,3,4,5,7,10,11,12,16,17,19,20,21,23,25
2015-11-20,1287,3,4,5,6,9,11,13,17,18,19,21,22,23,24,25
2015-11-23,1288,1,2,5,9,10,13,15,16,17,18,19,20,23,24,25
2015-11-25,1289,1,2,5,7,8,11,13,15,16,17,18,20,22,24,25
2015-11-27,1290,1,3,4,5,6,11,13,14,16,19,20,21,22,23,25
2015-11-30,1291,1,6,7,8,10,11,12,13,15,16,18,19,20,21,24
2015-12-02,1292,1,2,3,7,8,10,11,14,15,17,19,22,23,24,25
2015-12-04,1293,1,2,7,8,9,10,11,12,13,15,17,18,20,22,24
2015-12-07,1294,2,5,6,7,8,10,11,12,13,14,16,18,20,23,25
2015-12-09,1295,3,6,9,10,11,12,13,14,15,17,18,19,23,24,25
2015-12-11,1296,5,7,9,10,11,14,15,16,17,18,19,20,21,23,25
2015-12-14,1297,1,2,5,6,7,8,9,10,11,12,16,17,18,19,22
2015-12-16,1298,2,3,4,6,7,9,12,17,18,20,21,22,23,24,25
2015-12-18,1299,1,3,5,7,8,11,13,17,18,19,20,21,22,23,25
2015-12-21,1300,2,6,7,9,10,11,12,13,14,15,18,20,23,24,25
2015-12-23,1301,1,2,3,4,6,7,9,10,14,16,17,19,22,24,25
2015-12-26,1302,3,4,6,9,11,12,13,14,15,16,17,18,20,22,25
2015-12-28,1303,1,5,8,9,10,11,13,14,15,16,18,19,20,22,23
2015-12-30,1304,1,2,3,7,8,10,11,13,14,17,18,19,20,21,25
2016-01-02,1305,2,3,4,5,6,7,8,11,12,13,15,17,20,23,25
2016-01-04,1306,1,2,5,6,7,9,12,13,14,15,18,19,20,22,23
2016-01-06,1307,3,4,6,8,9,10,12,13,14,15,16,18,20,21,23
2016-01-08,1308,3,5,6,7,8,9,11,14,16,17,19,20,22,23,25
2016-01-11,1309,2,4,5,6,8,10,12,13,14,16,18,19,20,24,25
2016-01-13,1310,1,2,3,4,5,7,8,10,11,15,17,18,19,21,23
2016-01-15,1311,2,3,5,6,8,10,11,12,14,15,17,18,20,23,25
2016-01-18,1312,1,2,4,5,6,7,9,11,13,18,19,20,23,24,25
2016-01-20,1313,1,4,8,10,11,13,15,16,17,20,21,22,23,24,25
2016-01-22,1314,3,5,8,9,10,11,14,15,16,18,19,21,22,24,25
2016-01-25,1315,1,2,3,4,5,8,10,11,12,14,16,18,19,23,25
2016-01-27,1316,1,2,3,4,5,6,11,12,15,17,19,20,23,24,25
2016-01-29,1317,1,3,5,7,8,9,10,11,14,16,20,22,23,24,25
2016-02-01,1318,1,2,3,4,6,7,8,9,12,13,14,15,17,20,23
2016-02-03,1319,3,5,6,8,9,10,11,13,14,15,17,19,22,23,25
2016-02-05,1320,2,3,4,5,9,11,12,13,15,16,17,21,22,23,25
2016-02-10,1321,2,3,4,6,7,9,10,11,13,14,18,19,20,23,24
2016-02-12,1322,1,2,6,7,8,9,11,13,15,16,17,18,21,24,25
2016-02-15,1323,1,4,5,6,9,10,11,13,14,17,19,20,21,22,23
2016-02-17,1324,1,4,5,6,7,8,10,11,13,17,18,19,21,24,25
2016-02-19,1325,2,3,5,6,7,9,10,14,15,16,18,19,20,21,25
2016-02-22,1326,1,3,4,6,8,9,10,17,18,19,20,21,22,24,25
2016-02-24,1327,1,3,4,5,7,10,13,14,16,17,18,20,22,23,25
2016-02-26,1328,2,5,6,8,9,10,13,15,16,17,21,22,23,24,25
2016-02-29,1329,2,3,4,5,7,10,11,13,15,16,18,22,23,24,25
2016-03-02,1330,4,5,7,10,12,13,16,17,18,19,20,22,23,24,25
2016-03-04,1331,1,2,3,5,6,7,10,11,14,15,16,18,23,24,25
2016-03-07,1332,1,4,5,6,8,11,12,13,14,15,16,18,20,21,24
2016-03-09,1333,3,4,5,7,8,9,10,11,12,14,17,18,20,22,24
2016-03-11,1334,3,4,6,7,9,10,11,13,15,16,17,18,19,21,22
2016-03-14,1335,1,3,4,6,7,9,10,11,13,16,17,18,23,24,25
2016-03-16,1336,6,8,9,10,11,12,13,14,15,17,18,19,20,22,24
2016-03-18,1337,1,3,5,6,8,9,10,12,13,15,16,19,21,23,25
2016-03-21,1338,1,2,3,4,6,7,10,11,12,13,14,15,16,17,19
2016-03-23,1339,2,3,4,5,6,7,8,11,13,14,16,20,21,23,24
2016-03-26,1340,1,2,4,5,7,9,10,12,13,14,16,17,18,19,22
2016-03-28,1341,1,3,4,8,9,10,13,14,15,16,17,20,21,23,24
2016-03-30,1342,1,2,3,5,9,10,11,12,13,15,20,21,23,24,25
2016-04-01,1343,2,4,5,9,10,11,13,14,15,16,17,19,21,23,24
2016-04-04,1344,2,4,6,7,8,10,11,12,13,17,18,21,23,24,25
2016-04-06,1345,1,3,7,8,9,10,11,14,15,17,19,21,22,24,25
2016-04-08,1346,2,3,5,7,8,10,11,14,15,18,19,20,21,23,25
2016-04-11,1347,1,3,5,6,7,8,10,12,13,14,17,18,20,23,24
2016-04-13,1348,1,2,6,7,8,9,10,14,15,18,20,21,22,24,25
2016-04-15,1349,2,3,4,5,6,7,8,12,14,16,18,19,21,24,25
2016-04-18,1350,1,5,6,8,9,11,12,13,14,16,18,19,20,21,23
2016-04-20,1351,2,4,6,7,10,11,13,17,19,20,21,22,23,24,25
2016-04-22,1352,6,8,10,11,12,13,14,15,16,19,20,21,23,24,25
2016-04-25,1353,3,5,7,8,9,10,11,12,14,18,21,22,23,24,25
2016-04-27,1354,1,2,3,5,7,9,11,12,13,14,15,18,20,21,24
2016-04-29,1355,1,2,3,4,6,7,8,11,15,16,18,20,21,22,24
2016-05-02,1356,3,4,6,8,9,10,11,12,13,14,15,16,17,19,20
2016-05-04,1357,3,7,8,9,10,11,12,13,15,17,18,20,21,22,23
2016-05-06,1358,1,2,3,4,6,8,9,13,15,17,18,19,20,22,23
2016-05-09,1359,3,5,7,8,9,11,13,14,15,16,17,18,20,21,23
2016-05-11,1360,1,2,3,4,5,6,8,10,11,12,14,18,20,23,24
2016-05-13,1361,1,4,5,11,12,13,14,15,16,17,18,19,20,23,25
2016-05-16,1362,1,3,4,6,9,10,11,12,13,16,21,22,23,24,25
2016-05-18,1363,5,7,9,10,12,13,14,15,16,17,19,20,21,22,23
2016-05-20,1364,1,6,9,10,11,12,13,15,16,17,18,20,22,24,25
2016-05-23,1365,2,3,6,9,10,12,14,15,19,20,21,22,23,24,25
2016-05-25,1366,4,8,9,10,11,12,13,14,15,16,17,21,22,24,25
2016-05-27,1367,2,3,4,5,6,7,9,14,15,16,17,18,20,23,24
2016-05-30,1368,5,7,8,10,11,12,14,16,18,19,20,22,23,24,25
2016-06-01,1369,3,4,5,9,10,11,12,13,14,16,17,18,21,22,24
2016-06-03,1370,2,4,5,7,8,11,13,14,17,18,20,21,22,24,25
2016-06-06,1371,3,4,5,7,13,15,17,18,19,20,21,22,23,24,25
2016-06-08,1372,1,2,3,5,7,9,10,13,15,16,17,18,21,23,25
2016-06-10,1373,1,2,3,4,5,6,7,8,12,17,18,20,21,23,24
2016-06-13,1374,2,3,4,5,6,9,10,14,15,16,19,20,21,23,25
2016-06-15,1375,1,5,6,9,10,11,14,15,16,18,20,22,23,24,25
2016-06-17,1376,1,3,4,5,6,12,13,14,15,16,18,19,20,22,24
2016-06-20,1377,1,5,6,8,9,10,12,13,15,17,19,20,21,22,25
2016-06-22,1378,1,2,3,6,8,10,12,13,17,19,20,21,23,24,25
2016-06-24,1379,1,2,4,5,7,8,9,10,12,14,15,17,18,21,22
2016-06-27,1380,3,4,5,6,8,11,12,14,15,16,17,21,22,24,25
2016-06-29,1381,1,4,6,8,9,10,12,13,14,16,17,18,19,21,25
2016-07-01,1382,1,6,10,12,13,14,15,16,17,18,19,20,21,22,24
2016-07-04,1383,2,6,7,8,9,13,14,15,16,17,20,21,22,24,25
2016-07-06,1384,3,4,6,8,9,11,12,13,15,18,19,20,22,24,25
2016-07-08,1385,4,5,8,9,10,11,12,13,14,15,17,18,19,20,23
2016-07-11,1386,1,2,3,4,7,9,13,16,17,18,19,21,22,24,25
2016-07-13,1387,1,3,4,5,6,7,9,11,12,13,14,15,16,18,24
2016-07-15,1388,1,3,5,7,8,10,11,12,15,18,19,20,21,23,25
2016-07-18,1389,1,2,4,5,6,8,10,12,14,15,16,17,18,20,21
2016-07-20,1390,3,5,6,7,8,11,13,14,15,16,17,18,20,21,23
2016-07-22,1391,1,3,5,6,10,11,12,15,16,17,19,20,21,24,25
2016-07-25,1392,1,2,3,4,8,9,14,15,16,17,18,20,21,22,25
2016-07-27,1393,3,4,5,7,9,10,11,12,13,14,17,18,20,22,23
2016-07-29,1394,3,4,5,6,9,10,11,14,15,16,18,19,21,22,23
2016-08-01,1395,5,6,7,8,11,12,13,14,16,17,18,19,22,23,25
2016-08-03,1396,3,5,6,7,10,12,13,17,18,19,20,22,23,24,25
2016-08-05,1397,1,3,4,5,6,8,9,11,12,13,14,18,21,22,25
2016-08-08,1398,1,4,5,6,7,8,11,14,15,16,19,20,21,24,25
2016-08-10,1399,4,5,6,8,9,12,13,14,15,17,19,21,22,24,25
2016-08-12,1400,1,2,3,5,6,9,10,12,16,19,21,22,23,24,25
2016-08-15,1401,1,3,4,5,6,7,8,14,15,18,19,21,22,24,25
2016-08-17,1402,2,3,4,5,8,9,11,12,14,15,16,19,20,21,23
2016-08-19,1403,3,4,5,8,9,10,11,12,13,15,16,17,21,23,25
2016-08-22,1404,1,2,3,4,8,10,11,13,15,16,18,19,21,22,25
2016-08-24,1405,2,3,4,7,9,10,11,14,15,16,18,19,20,23,24
2016-08-26,1406,2,3,4,5,6,9,11,13,15,19,20,21,22,24,25
2016-08-29,1407,1,2,4,5,6,7,10,12,13,20,21,22,23,24,25
2016-09-06,1408,1,3,5,8,10,11,12,13,14,19,21,22,23,24,25
2016-09-09,1409,1,2,4,6,7,8,11,12,14,16,17,19,22,24,25
2016-09-12,1410,2,3,4,5,6,7,9,10,14,15,16,17,20,21,23
2016-09-14,1411,1,5,6,7,8,9,10,12,13,14,15,16,17,21,23
