data,concurso,dezena_1,dezena_2,dezena_3,dezena_4,dezena_5
2009-11-11,2143,1,20,51,62,74
2009-11-12,2144,6,7,9,53,67
2009-11-13,2145,6,8,37,46,53
2009-11-14,2146,4,15,35,42,46
2009-11-16,2147,7,29,40,41,53
2009-11-17,2148,10,21,38,57,59
2009-11-18,2149,6,38,42,60,67
2009-11-19,2150,15,28,49,61,80
2009-11-20,2151,22,41,58,60,78
2009-11-21,2152,1,18,20,50,70
2009-11-25,2153,29,36,44,54,59
2009-11-25,2154,7,68,71,74,76
2009-11-25,2155,8,18,34,35,67
2009-11-26,2156,2,10,32,43,77
2009-11-27,2157,2,4,39,72,73
2009-11-28,2158,10,14,29,47,65
2009-11-30,2159,16,30,34,43,51
2009-12-01,2160,3,22,63,68,74
2009-12-02,2161,49,59,68,75,77
2009-12-03,2162,2,18,35,50,54
2009-12-04,2163,5,15,17,42,60
2009-12-05,2164,22,41,48,71,76
2009-12-07,2165,16,45,46,50,77
2009-12-08,2166,22,25,28,37,56
2009-12-09,2167,3,4,12,70,78
2009-12-10,2168,1,32,38,53,77
2009-12-11,2169,15,25,26,30,78
2009-12-12,2170,1,31,39,48,56
2009-12-14,2171,21,52,60,68,73
2009-12-15,2172,13,24,61,62,78
2009-12-16,2173,20,48,52,79,80
2009-12-17,2174,2,4,30,37,44
2009-12-18,2175,5,22,27,47,73
2009-12-19,2176,25,42,44,64,69
2009-12-21,2177,1,52,59,69,72
2009-12-22,2178,10,45,61,62,80
2009-12-23,2179,1,4,17,54,55
2009-12-24,2180,5,20,26,59,61
2009-12-26,2181,7,45,62,63,69
2009-12-28,2182,10,34,58,75,80
2009-12-29,2183,16,39,50,70,76
2009-12-30,2184,2,3,16,18,63
2009-12-31,2185,4,15,20,64,80
2010-01-02,2186,24,25,48,52,79
2010-01-04,2187,4,25,35,44,62
2010-01-05,2188,8,12,26,36,59
2010-01-06,2189,22,36,41,68,77
2010-01-07,2190,20,40,57,70,79
2010-01-08,2191,16,29,32,39,70
2010-01-09,2192,23,24,32,42,73
2010-01-11,2193,10,19,41,47,54
2010-01-12,2194,2,5,19,31,62
2010-01-13,2195,19,22,29,30,32
2010-01-14,2196,17,20,41,64,76
2010-01-15,2197,1,3,4,33,49
2010-01-16,2198,6,17,66,67,75
2010-01-18,2199,10,12,51,65,71
2010-01-19,2200,3,9,37,64,68
2010-01-20,2201,33,43,45,65,72
2010-01-21,2202,17,37,68,74,80
2010-01-22,2203,1,13,42,56,65
2010-01-23,2204,2,18,41,68,70
2010-01-25,2205,4,25,50,59,72
2010-01-26,2206,1,3,28,48,69
2010-01-27,2207,5,10,19,29,50
2010-01-28,2208,9,17,44,50,63
2010-01-29,2209,1,28,50,63,74
2010-01-30,2210,12,33,34,40,67
2010-02-01,2211,6,49,51,54,56
2010-02-02,2212,13,20,31,62,79
2010-02-03,2213,15,43,68,74,75
2010-02-04,2214,10,14,15,63,73
2010-02-05,2215,29,40,41,57,70
2010-02-06,2216,8,9,33,39,51
2010-02-08,2217,9,18,27,51,56
2010-02-09,2218,9,21,39,47,75
2010-02-10,2219,14,30,51,53,71
2010-02-11,2220,12,31,42,46,56
2010-02-12,2221,14,19,30,72,76
2010-02-13,2222,6,9,19,46,67
2010-02-17,2223,6,13,39,43,65
2010-02-18,2224,10,14,37,61,74
2010-02-19,2225,3,4,12,13,68
2010-02-20,2226,29,45,53,72,80
2010-02-22,2227,1,3,39,53,59
2010-02-23,2228,13,19,34,69,77
2010-02-24,2229,2,8,20,24,69
2010-02-25,2230,12,42,43,76,79
2010-02-26,2231,6,16,31,50,56
2010-02-27,2232,9,33,60,70,75
2010-03-01,2233,18,53,59,67,79
2010-03-02,2234,8,29,39,59,73
2010-03-03,2235,7,11,41,49,59
2010-03-04,2236,13,18,37,46,47
2010-03-05,2237,19,20,30,55,78
2010-03-06,2238,18,20,25,47,68
2010-03-08,2239,1,3,31,37,42
2010-03-09,2240,39,46,54,55,76
2010-03-10,2241,6,14,37,54,62
2010-03-12,2242,40,43,46,66,71
2010-03-12,2243,36,42,51,71,78
2010-03-13,2244,17,36,37,41,43
2010-03-15,2245,4,36,53,73,79
2010-03-16,2246,4,8,26,55,75
2010-03-17,2247,14,32,38,51,60
2010-03-18,2248,11,14,24,76,79
2010-03-19,2249,7,35,54,59,71
2010-03-20,2250,27,41,67,71,72
2010-03-22,2251,25,33,44,61,75
2010-03-23,2252,19,32,43,50,52
2010-03-24,2253,1,14,15,23,30
2010-03-25,2254,43,50,55,79,80
2010-03-26,2255,2,23,37,58,72
2010-03-27,2256,15,26,58,62,79
2010-03-29,2257,5,10,11,47,65
2010-03-30,2258,6,16,21,48,80
2010-03-31,2259,6,9,21,37,47
2010-04-01,2260,3,39,74,75,78
2010-04-03,2261,35,40,43,55,69
2010-04-05,2262,5,10,36,50,60
2010-04-06,2263,6,25,31,71,75
2010-04-07,2264,2,10,38,49,73
2010-04-08,2265,13,19,27,30,44
2010-04-09,2266,6,15,26,28,60
2010-04-10,2267,18,24,29,66,77
2010-04-12,2268,11,22,27,40,78
2010-04-13,2269,11,23,29,31,44
2010-04-14,2270,9,27,37,67,76
2010-04-15,2271,43,44,48,69,70
2010-04-16,2272,12,22,33,40,56
2010-04-17,2273,3,37,42,54,70
2010-04-19,2274,19,31,44,62,65
2010-04-20,2275,23,28,40,49,73
2010-04-22,2276,28,41,58,60,79
2010-04-23,2277,4,23,24,25,31
2010-04-24,2278,6,11,15,25,48
2010-04-26,2279,51,53,75,77,80
2010-04-27,2280,24,26,28,48,68
2010-04-28,2281,33,41,52,56,75
2010-04-29,2282,44,57,71,76,79
2010-04-30,2283,2,5,15,36,62
2010-05-03,2284,5,28,39,75,80
2010-05-04,2285,22,29,66,69,77
2010-05-05,2286,2,53,57,71,77
2010-05-06,2287,14,21,69,70,79
2010-05-07,2288,7,9,22,24,80
2010-05-08,2289,8,38,40,63,78
2010-05-10,2290,2,10,13,55,58
2010-05-11,2291,2,6,39,59,73
2010-05-12,2292,44,51,54,55,75
2010-05-13,2293,13,29,31,39,44
2010-05-14,2294,9,20,26,36,54
2010-05-15,2295,11,13,20,33,67
2010-05-17,2296,12,27,36,47,62
2010-05-18,2297,9,27,59,62,74
2010-05-19,2298,10,53,61,68,74
2010-05-20,2299,8,10,14,47,48
2010-05-21,2300,5,12,25,54,62
2010-05-22,2301,2,6,54,73,76
2010-05-24,2302,10,32,33,39,69
2010-05-25,2303,6,57,68,69,80
2010-05-26,2304,18,31,57,79,80
2010-05-27,2305,8,35,61,67,68
2010-05-28,2306,12,45,69,71,77
2010-05-29,2307,15,29,36,75,80
2010-05-31,2308,17,20,29,46,79
2010-06-01,2309,6,20,57,63,66
2010-06-02,2310,15,16,34,42,43
2010-06-04,2311,18,27,50,63,64
2010-06-05,2312,2,9,37,66,67
2010-06-07,2313,31,35,41,66,75
2010-06-08,2314,7,23,49,58,65
2010-06-09,2315,1,8,15,23,57
2010-06-10,2316,31,37,62,73,77
2010-06-11,2317,21,28,29,51,58
2010-06-12,2318,11,23,29,62,70
2010-06-14,2319,15,18,23,34,60
2010-06-15,2320,6,43,44,57,80
2010-06-16,2321,19,55,66,67,78
2010-06-17,2322,8,13,14,33,59
2010-06-18,2323,11,37,55,62,68
2010-06-19,2324,10,17,23,45,68
2010-06-21,2325,3,10,13,37,80
2010-06-22,2326,9,14,28,56,62
2010-06-23,2327,11,12,26,29,77
2010-06-24,2328,8,24,31,39,72
2010-06-25,2329,31,33,63,67,72
2010-06-26,2330,1,17,22,38,67
2010-06-28,2331,38,53,69,75,78
2010-06-29,2332,17,21,25,44,75
2010-06-30,2333,6,35,40,53,65
2010-07-01,2334,1,5,15,27,44
2010-07-02,2335,7,19,72,75,78
2010-07-03,2336,14,17,39,45,76
2010-07-05,2337,42,44,58,62,70
2010-07-06,2338,18,21,52,60,72
2010-07-07,2339,6,7,10,38,48
2010-07-08,2340,4,14,15,29,36
2010-07-09,2341,5,6,10,26,64
2010-07-10,2342,4,32,43,44,52
2010-07-12,2343,13,33,39,57,64
2010-07-13,2344,24,34,45,74,78
2010-07-14,2345,31,43,46,55,77
2010-07-15,2346,5,18,37,39,58
2010-07-16,2347,7,56,62,64,75
2010-07-17,2348,32,48,51,54,70
2010-07-19,2349,9,25,26,31,40
2010-07-20,2350,4,19,27,33,55
2010-07-21,2351,8,12,48,52,60
2010-07-22,2352,25,30,32,68,75
2010-07-23,2353,2,13,39,56,72
2010-07-24,2354,9,18,25,65,72
2010-07-26,2355,18,36,49,65,79
2010-07-27,2356,3,17,36,37,45
2010-07-28,2357,1,7,19,40,53
2010-07-29,2358,11,39,44,49,71
2010-07-30,2359,5,40,42,53,57
2010-07-31,2360,10,26,28,61,71
2010-08-02,2361,10,29,42,63,80
2010-08-03,2362,10,28,51,54,68
2010-08-04,2363,11,49,58,73,79
2010-08-05,2364,12,18,34,57,74
2010-08-06,2365,41,47,64,66,72
2010-08-07,2366,4,17,38,40,49
2010-08-09,2367,7,11,41,49,68
2010-08-10,2368,1,20,54,59,71
2010-08-11,2369,19,30,41,56,64
2010-08-12,2370,34,71,75,76,78
2010-08-13,2371,12,25,30,55,80
2010-08-14,2372,3,5,37,40,48
2010-08-16,2373,15,34,40,42,52
2010-08-17,2374,8,16,58,63,72
2010-08-18,2375,14,19,23,68,69
2010-08-19,2376,10,37,43,48,74
2010-08-20,2377,5,33,38,58,78
2010-08-21,2378,1,4,44,57,66
2010-08-23,2379,25,28,34,43,56
2010-08-24,2380,16,23,25,38,53
2010-08-25,2381,30,32,34,40,69
2010-08-26,2382,3,33,35,42,68
2010-08-27,2383,18,31,37,51,71
2010-08-28,2384,13,15,22,43,48
2010-08-30,2385,35,58,64,73,77
2010-08-31,2386,17,30,31,39,75
2010-09-01,2387,25,32,69,78,79
2010-09-02,2388,15,17,33,73,76
2010-09-03,2389,25,35,52,57,60
2010-09-04,2390,5,9,62,66,74
2010-09-06,2391,6,8,17,39,73
2010-09-08,2392,19,30,31,43,52
2010-09-09,2393,2,34,38,41,44
2010-09-10,2394,5,7,22,40,62
2010-09-11,2395,17,35,40,46,74
2010-09-13,2396,6,14,66,68,73
2010-09-14,2397,5,19,37,69,72
2010-09-15,2398,12,18,39,40,60
2010-09-16,2399,23,25,51,52,56
2010-09-17,2400,1,5,40,70,73
2010-09-18,2401,2,19,49,53,69
2010-09-20,2402,4,9,25,41,45
2010-09-21,2403,10,13,26,38,63
2010-09-22,2404,5,33,41,48,54
2010-09-23,2405,5,10,33,49,61
2010-09-24,2406,9,11,15,47,53
2010-09-25,2407,12,26,36,45,75
2010-09-27,2408,4,19,29,69,71
2010-09-28,2409,31,35,41,44,47
2010-09-29,2410,37,49,65,72,79
2010-09-30,2411,22,26,35,59,66
2010-10-01,2412,17,19,33,37,71
2010-10-02,2413,5,11,60,68,79
2010-10-04,2414,2,3,16,56,73
2010-10-05,2415,5,28,40,47,73
2010-10-06,2416,33,53,56,71,79
2010-10-07,2417,1,7,15,72,73
2010-10-08,2418,1,47,58,64,73
2010-10-09,2419,7,8,10,61,73
2010-10-11,2420,34,55,67,72,77
2010-10-13,2421,15,18,31,54,55
2010-10-14,2422,10,16,36,61,80
2010-10-15,2423,38,61,65,66,76
2010-10-16,2424,1,33,41,43,60
2010-10-18,2425,13,48,64,66,77
2010-10-19,2426,15,26,31,36,43
2010-10-20,2427,10,13,17,37,38
2010-10-21,2428,37,49,52,56,65
2010-10-22,2429,15,26,29,47,79
2010-10-23,2430,30,40,43,44,78
2010-10-25,2431,9,11,66,71,77
2010-10-26,2432,25,41,59,66,74
2010-10-27,2433,1,38,53,64,76
2010-10-28,2434,11,30,37,46,70
2010-10-29,2435,17,28,30,37,46
2010-10-30,2436,13,47,58,75,78
2010-11-01,2437,33,37,44,50,79
2010-11-03,2438,14,25,29,60,77
2010-11-04,2439,1,31,59,70,80
2010-11-05,2440,8,11,25,26,50
2010-11-06,2441,1,11,25,30,75
2010-11-08,2442,3,29,31,35,48
2010-11-09,2443,1,46,53,70,75
2010-11-10,2444,6,24,25,38,53
2010-11-11,2445,1,5,32,53,71
2010-11-12,2446,4,49,51,58,60
2010-11-13,2447,9,22,38,39,55
2010-11-16,2448,14,17,28,47,56
2010-11-17,2449,2,11,28,42,76
2010-11-18,2450,20,33,42,49,72
2010-11-19,2451,1,20,31,36,61
2010-11-20,2452,14,26,32,47,69
2010-11-22,2453,24,25,55,62,69
2010-11-23,2454,33,39,48,65,77
2010-11-24,2455,5,29,35,58,62
2010-11-25,2456,1,31,44,54,72
2010-11-26,2457,21,31,62,68,78
2010-11-27,2458,11,15,26,29,39
2010-11-29,2459,21,29,60,62,65
2010-11-30,2460,11,18,26,53,56
2010-12-01,2461,2,17,22,74,75
2010-12-02,2462,28,30,47,55,58
2010-12-03,2463,1,42,48,53,62
2010-12-04,2464,8,25,30,52,67
2010-12-06,2465,1,15,20,57,79
2010-12-07,2466,1,10,23,52,53
2010-12-08,2467,5,7,33,36,38
2010-12-09,2468,56,69,74,75,78
2010-12-10,2469,4,20,25,34,56
2010-12-11,2470,2,4,20,25,57
2010-12-13,2471,23,40,41,78,80
2010-12-14,2472,48,61,66,69,72
2010-12-15,2473,19,31,41,47,55
2010-12-16,2474,11,15,39,40,69
2010-12-17,2475,5,18,22,34,56
2010-12-18,2476,18,26,29,59,69
2010-12-20,2477,4,23,33,44,46
2010-12-21,2478,2,60,61,64,76
2010-12-22,2479,4,38,46,52,72
2010-12-23,2480,1,31,44,48,78
2010-12-24,2481,18,27,31,63,78
2010-12-27,2482,17,19,20,26,47
2010-12-28,2483,2,13,42,52,75
2010-12-29,2484,22,52,57,59,72
2010-12-30,2485,5,18,32,58,64
2010-12-31,2486,11,28,41,69,72
2011-01-03,2487,1,30,50,57,65
2011-01-04,2488,2,4,26,49,55
2011-01-05,2489,7,24,29,35,56
2011-01-06,2490,15,41,48,52,58
2011-01-07,2491,32,37,44,50,58
2011-01-08,2492,14,28,39,71,77
2011-01-10,2493,2,14,31,60,64
2011-01-11,2494,7,12,52,68,79
2011-01-12,2495,12,18,26,31,33
2011-01-13,2496,3,28,33,52,57
2011-01-14,2497,10,31,44,53,75
2011-01-15,2498,7,8,45,47,62
2011-01-17,2499,9,13,28,55,64
2011-01-18,2500,28,61,66,68,70
2011-01-19,2501,4,39,41,54,73
2011-01-20,2502,8,31,49,63,64
2011-01-21,2503,37,39,43,68,75
2011-01-22,2504,26,47,54,55,79
2011-01-24,2505,25,38,39,52,53
2011-01-25,2506,44,47,49,55,80
2011-01-26,2507,31,60,62,73,76
2011-01-27,2508,12,17,23,26,60
2011-01-28,2509,13,61,69,70,71
2011-01-29,2510,34,50,71,77,78
2011-01-31,2511,3,21,39,45,53
2011-02-01,2512,31,39,46,66,79
2011-02-02,2513,16,26,47,50,78
2011-02-03,2514,15,27,30,58,61
2011-02-04,2515,18,24,41,67,76
2011-02-05,2516,6,28,37,38,77
2011-02-07,2517,10,14,22,68,77
2011-02-08,2518,6,32,47,54,78
2011-02-09,2519,31,33,39,49,54
2011-02-10,2520,6,7,14,51,52
2011-02-11,2521,10,40,59,64,74
2011-02-12,2522,45,47,52,73,76
2011-02-14,2523,36,38,57,67,68
2011-02-15,2524,4,5,6,41,76
2011-02-16,2525,29,33,47,63,76
2011-02-17,2526,21,34,37,43,71
2011-02-18,2527,1,19,37,44,48
2011-02-19,2528,11,48,49,50,54
2011-02-21,2529,23,32,71,75,77
2011-02-22,2530,4,11,18,38,64
2011-02-23,2531,5,28,55,58,78
2011-02-24,2532,4,7,60,73,74
2011-02-25,2533,4,8,18,47,78
2011-02-26,2534,4,7,33,52,57
2011-02-28,2535,7,25,26,37,55
2011-03-01,2536,14,24,27,73,75
2011-03-02,2537,12,46,48,72,77
2011-03-03,2538,22,31,48,70,76
2011-03-04,2539,22,29,50,58,78
2011-03-05,2540,37,42,49,51,76
2011-03-09,2541,7,14,24,62,68
2011-03-10,2542,36,48,52,71,74
2011-03-11,2543,8,28,34,48,64
2011-03-12,2544,16,19,21,28,61
2011-03-14,2545,1,8,55,74,80
2011-03-15,2546,6,23,33,36,53
2011-03-16,2547,15,26,62,74,80
2011-03-17,2548,4,10,52,73,75
2011-03-18,2549,17,22,25,39,40
2011-03-19,2550,17,21,50,68,76
2011-03-21,2551,4,5,15,46,60
2011-03-22,2552,39,41,42,63,69
2011-03-23,2553,1,22,38,57,62
2011-03-24,2554,3,62,63,66,69
2011-03-25,2555,10,36,38,51,80
2011-03-26,2556,5,20,26,52,80
2011-03-28,2557,5,27,30,50,62
2011-03-29,2558,12,39,40,70,75
2011-03-30,2559,34,37,55,60,70
2011-03-31,2560,2,10,14,24,34
2011-04-01,2561,2,26,51,52,65
2011-04-02,2562,4,10,15,48,54
2011-04-04,2563,44,58,66,67,75
2011-04-05,2564,15,22,34,60,61
2011-04-06,2565,4,46,48,49,65
2011-04-07,2566,15,25,37,43,55
2011-04-08,2567,6,48,53,77,79
2011-04-09,2568,7,19,46,69,73
2011-04-11,2569,4,10,11,21,53
2011-04-12,2570,36,39,75,78,79
2011-04-13,2571,28,51,59,68,77
2011-04-14,2572,16,28,34,64,77
2011-04-15,2573,10,26,33,37,59
2011-04-16,2574,6,13,32,47,50
2011-04-18,2575,7,11,13,26,35
2011-04-19,2576,28,33,39,46,74
2011-04-20,2577,15,27,40,68,76
2011-04-23,2578,4,13,51,72,73
2011-04-25,2579,33,46,72,74,78
2011-04-26,2580,20,38,40,45,48
2011-04-27,2581,5,22,36,41,79
2011-04-28,2582,15,29,58,67,70
2011-04-29,2583,10,22,23,35,60
2011-04-30,2584,23,35,50,55,75
2011-05-02,2585,4,5,10,34,55
2011-05-03,2586,18,28,39,44,55
2011-05-04,2587,12,28,39,58,80
2011-05-05,2588,18,59,62,72,77
2011-05-06,2589,18,40,62,66,75
2011-05-07,2590,22,23,50,68,69
2011-05-09,2591,46,49,55,57,70
2011-05-10,2592,42,54,57,63,68
2011-05-11,2593,2,5,27,29,80
2011-05-12,2594,32,42,44,52,62
2011-05-13,2595,29,40,43,62,68
2011-05-14,2596,5,18,49,59,65
2011-05-16,2597,33,50,52,69,70
2011-05-17,2598,39,49,50,67,76
2011-05-18,2599,16,31,36,44,68
2011-05-19,2600,1,8,43,65,80
2011-05-20,2601,5,12,29,35,65
2011-05-21,2602,4,5,13,14,17
2011-05-23,2603,6,28,36,55,76
2011-05-24,2604,25,29,71,72,78
2011-05-25,2605,34,53,67,73,79
2011-05-26,2606,20,36,59,65,79
2011-05-27,2607,20,27,29,48,67
2011-05-28,2608,3,8,49,54,63
2011-05-30,2609,1,11,35,77,79
2011-05-31,2610,18,21,43,45,47
2011-06-01,2611,25,32,51,64,80
2011-06-02,2612,3,22,34,72,75
2011-06-03,2613,2,15,38,41,61
2011-06-04,2614,4,21,29,30,80
2011-06-06,2615,19,31,47,49,65
2011-06-07,2616,7,15,16,40,43
2011-06-08,2617,7,12,16,35,50
2011-06-09,2618,1,13,53,54,72
2011-06-10,2619,4,5,6,42,66
2011-06-11,2620,5,22,39,40,56
2011-06-13,2621,28,30,49,61,80
2011-06-14,2622,9,27,55,63,74
2011-06-15,2623,3,10,52,60,62
2011-06-16,2624,32,49,57,62,71
2011-06-17,2625,17,20,29,56,61
2011-06-18,2626,37,42,48,64,71
2011-06-24,2627,14,15,28,58,68
2011-06-25,2628,4,37,49,51,68
2011-06-27,2629,43,45,48,66,69
2011-06-28,2630,7,41,48,58,62
2011-06-29,2631,5,10,24,51,64
2011-06-30,2632,16,52,56,59,65
2011-07-01,2633,2,14,28,35,48
2011-07-02,2634,10,23,44,56,71
2011-07-04,2635,4,20,40,50,62
2011-07-05,2636,29,35,36,48,62
2011-07-06,2637,26,27,46,51,75
2011-07-07,2638,8,24,26,35,75
2011-07-08,2639,23,24,37,49,78
2011-07-09,2640,4,12,26,57,67
2011-07-11,2641,5,21,36,45,73
2011-07-12,2642,22,59,62,63,77
2011-07-13,2643,3,23,33,68,73
2011-07-14,2644,28,33,71,72,79
2011-07-15,2645,23,31,46,47,76
2011-07-16,2646,9,22,43,53,67
2011-07-18,2647,16,32,37,53,59
2011-07-19,2648,39,52,54,63,69
2011-07-20,2649,11,18,20,58,60
2011-07-21,2650,8,19,29,47,74
2011-07-22,2651,6,10,16,49,78
2011-07-23,2652,41,57,60,68,80
2011-07-25,2653,18,23,48,78,79
2011-07-26,2654,2,41,53,71,72
2011-07-27,2655,16,64,66,74,77
2011-07-28,2656,13,26,45,63,68
2011-07-29,2657,6,9,12,25,27
2011-07-30,2658,8,28,42,51,68
2011-08-01,2659,12,26,38,49,62
2011-08-02,2660,3,9,10,40,70
2011-08-03,2661,3,16,17,34,67
2011-08-04,2662,2,21,53,59,74
2011-08-05,2663,45,48,55,59,80
2011-08-06,2664,2,23,39,47,66
2011-08-08,2665,23,44,54,68,79
2011-08-09,2666,5,7,16,25,26
2011-08-10,2667,27,28,38,44,57
2011-08-11,2668,16,22,54,67,77
2011-08-12,2669,19,20,22,26,61
2011-08-13,2670,1,36,46,54,70
2011-08-15,2671,18,19,50,54,67
2011-08-16,2672,9,22,56,60,64
2011-08-17,2673,3,23,32,72,80
2011-08-18,2674,6,9,30,39,40
2011-08-19,2675,31,36,46,47,59
2011-08-20,2676,16,34,35,45,60
2011-08-22,2677,34,50,54,56,69
2011-08-23,2678,9,24,32,54,63
2011-08-24,2679,32,42,45,64,77
2011-08-25,2680,12,27,49,55,70
2011-08-26,2681,35,42,62,69,73
2011-08-27,2682,23,34,63,73,74
2011-08-29,2683,6,17,25,26,76
2011-08-30,2684,4,13,51,52,62
2011-08-31,2685,30,53,59,64,80
2011-09-01,2686,4,20,28,60,78
2011-09-02,2687,5,18,24,41,63
2011-09-03,2688,13,36,40,55,56
2011-09-05,2689,4,18,21,76,79
2011-09-06,2690,19,31,36,46,70
2011-09-08,2691,15,16,24,27,67
2011-09-09,2692,35,51,71,77,79
2011-09-10,2693,4,6,22,34,43
2011-09-13,2694,32,35,44,55,65
2011-09-13,2695,2,46,50,55,72
2011-09-14,2696,28,40,62,76,79
2011-09-15,2697,7,9,13,18,24
2011-09-16,2698,18,24,30,66,76
2011-09-17,2699,28,50,57,71,72
2011-09-19,2700,8,14,69,71,79
2011-09-20,2701,38,43,60,70,76
2011-09-21,2702,31,51,59,73,77
2011-09-22,2703,12,25,43,46,68
2011-09-23,2704,15,48,52,53,76
2011-09-24,2705,1,3,5,67,79
2011-09-26,2706,28,29,40,46,67
2011-09-27,2707,11,15,29,48,67
2011-09-28,2708,19,30,36,51,57
2011-09-29,2709,3,35,68,75,78
2011-09-30,2710,11,31,34,43,60
2011-10-01,2711,45,52,57,68,70
2011-10-03,2712,8,40,41,70,80
2011-10-04,2713,7,36,42,49,76
2011-10-05,2714,4,20,35,59,77
2011-10-06,2715,6,46,52,53,56
2011-10-07,2716,9,25,29,31,78
2011-10-08,2717,18,26,46,55,56
2011-10-10,2718,18,30,49,59,60
2011-10-11,2719,4,11,40,60,67
2011-10-13,2720,2,8,33,60,75
2011-10-14,2721,20,29,32,43,65
2011-10-15,2722,25,29,36,56,70
2011-10-17,2723,4,47,51,63,75
2011-10-18,2724,30,51,57,66,79
2011-10-19,2725,10,12,42,48,60
2011-10-20,2726,4,12,17,61,62
2011-10-21,2727,22,61,65,66,70
2011-10-22,2728,23,34,36,52,69
2011-10-24,2729,16,43,51,59,76
2011-10-25,2730,35,45,47,76,79
2011-10-26,2731,4,10,19,68,79
2011-10-27,2732,24,28,31,35,47
2011-10-28,2733,40,66,67,72,77
2011-10-29,2734,34,40,42,49,66
2011-10-31,2735,3,8,42,75,77
2011-11-01,2736,13,14,42,58,61
2011-11-03,2737,8,13,28,31,74
2011-11-04,2738,31,53,55,60,68
2011-11-05,2739,1,11,15,27,65
2011-11-07,2740,22,30,49,63,64
2011-11-08,2741,8,30,40,68,77
2011-11-09,2742,15,20,48,75,79
2011-11-10,2743,15,43,56,69,77
2011-11-11,2744,14,28,29,36,41
2011-11-12,2745,1,30,42,57,71
2011-11-14,2746,26,31,39,45,80
2011-11-16,2747,19,36,38,54,66
2011-11-17,2748,18,26,37,49,77
2011-11-18,2749,20,27,72,75,79
2011-11-19,2750,2,16,50,73,78
2011-11-21,2751,15,23,49,51,71
2011-11-22,2752,8,28,33,37,77
2011-11-23,2753,23,46,50,63,75
2011-11-24,2754,15,27,47,61,71
2011-11-25,2755,4,8,33,67,72
2011-11-26,2756,3,4,23,34,57
2011-11-28,2757,7,29,49,72,73
2011-11-29,2758,13,24,65,73,74
2011-11-30,2759,14,26,27,55,56
2011-12-01,2760,9,16,17,58,64
2011-12-02,2761,44,46,50,63,79
2011-12-03,2762,3,17,46,63,78
2011-12-05,2763,3,4,26,60,61
2011-12-06,2764,17,38,40,52,70
2011-12-07,2765,2,7,20,53,64
2011-12-08,2766,28,39,58,59,77
2011-12-09,2767,9,42,74,76,78
2011-12-10,2768,7,18,49,56,75
2011-12-12,2769,20,53,58,66,72
2011-12-13,2770,22,28,51,58,75
2011-12-14,2771,2,12,17,42,72
2011-12-15,2772,31,46,47,60,67
2011-12-16,2773,6,16,29,36,54
2011-12-17,2774,5,31,44,45,74
2011-12-19,2775,10,36,56,61,74
2011-12-20,2776,4,35,53,68,74
2011-12-21,2777,27,41,42,45,67
2011-12-22,2778,18,29,53,56,68
2011-12-23,2779,5,17,29,49,72
2011-12-24,2780,9,33,46,48,70
2011-12-26,2781,8,13,53,54,55
2011-12-27,2782,8,27,34,59,61
2011-12-28,2783,12,27,35,71,79
2011-12-29,2784,5,29,42,49,74
2011-12-30,2785,6,33,43,53,62
2011-12-31,2786,20,35,42,45,57
2012-01-02,2787,8,27,32,59,75
2012-01-03,2788,3,24,35,46,79
2012-01-04,2789,10,11,40,45,79
2012-01-05,2790,1,12,43,69,75
2012-01-06,2791,1,16,32,38,67
2012-01-07,2792,29,47,64,65,77
2012-01-09,2793,13,19,35,56,62
2012-01-10,2794,1,29,53,57,60
2012-01-11,2795,26,27,33,73,74
2012-01-12,2796,19,42,43,50,78
2012-01-13,2797,24,39,45,64,65
2012-01-14,2798,9,22,68,72,79
2012-01-16,2799,23,35,40,48,80
2012-01-17,2800,13,18,35,45,47
2012-01-18,2801,1,18,20,23,26
2012-01-19,2802,12,14,16,24,74
2012-01-20,2803,2,6,36,41,80
2012-01-21,2804,10,17,40,57,69
2012-01-23,2805,12,21,29,43,69
2012-01-24,2806,17,31,54,55,72
2012-01-25,2807,18,39,50,53,65
2012-01-26,2808,38,53,59,74,78
2012-01-27,2809,23,31,47,58,76
2012-01-28,2810,12,44,45,59,76
2012-01-30,2811,16,19,59,62,69
2012-01-31,2812,50,54,63,79,80
2012-02-01,2813,6,23,31,38,52
2012-02-02,2814,1,29,38,39,52
2012-02-03,2815,4,34,40,46,77
2012-02-04,2816,20,46,57,75,77
2012-02-06,2817,1,53,61,71,78
2012-02-07,2818,23,60,66,71,74
2012-02-08,2819,17,33,41,54,71
2012-02-09,2820,6,29,44,45,58
2012-02-10,2821,1,24,68,78,79
2012-02-11,2822,15,25,39,41,74
2012-02-13,2823,2,10,16,23,57
2012-02-14,2824,1,45,48,60,61
2012-02-15,2825,18,26,35,52,63
2012-02-16,2826,12,16,29,30,48
2012-02-17,2827,20,54,57,73,75
2012-02-18,2828,22,23,33,79,80
2012-02-22,2829,27,35,41,42,44
2012-02-23,2830,22,24,41,69,73
2012-02-24,2831,14,23,34,43,54
2012-02-25,2832,16,24,47,61,68
2012-02-27,2833,24,41,52,62,78
2012-02-28,2834,6,27,30,49,58
2012-03-01,2835,14,15,38,58,77
2012-03-01,2836,3,15,43,57,68
2012-03-02,2837,49,57,60,66,70
2012-03-03,2838,9,10,21,32,59
2012-03-05,2839,13,45,48,52,73
2012-03-06,2840,18,37,40,44,71
